id,arrival_time,departure_time,sequence,stop_id,route_id
SER_da4e_1938_79,11:45:15,11:45:15,79,1938,SER_da4e
SER_da4e_1334_80,11:46:13,11:46:13,80,1334,SER_da4e
SER_da4e_2154_81,11:47:03,11:47:03,81,2154,SER_da4e
SER_da4e_2661_82,11:51:27,11:51:27,82,2661,SER_da4e
SER_da4e_3326_83,11:53:52,11:53:52,83,3326,SER_da4e
SER_da4e_4262_84,11:55:00,11:55:00,84,4262,SER_da4e
SER_da4e_3357_85,11:56:01,11:56:01,85,3357,SER_da4e
SER_da4e_562_86,11:57:03,11:57:03,86,562,SER_da4e
SER_da4e_592_87,11:58:11,11:58:11,87,592,SER_da4e
SER_da4e_2095_88,12:00:35,12:00:35,88,2095,SER_da4e
SER_da4e_2275_89,12:02:28,12:02:28,89,2275,SER_da4e
SER_da4e_1917_90,12:03:28,12:03:28,90,1917,SER_da4e
SER_da4e_4057_91,12:04:51,12:04:51,91,4057,SER_da4e
SER_da4e_1280_92,12:06:00,12:06:00,92,1280,SER_da4e
SER_da4e_3865_93,12:09:55,12:09:55,93,3865,SER_da4e
SER_da4e_812_94,12:11:44,12:11:44,94,812,SER_da4e
SER_da4e_3771_95,13:26:37,13:26:37,95,3771,SER_da4e
SER_da4e_1200_96,18:36:38,18:36:38,96,1200,SER_da4e
SER_da4e_395_97,19:38:41,19:38:41,97,395,SER_da4e
SER_da4e_327_98,19:40:46,19:40:46,98,327,SER_da4e
SER_da4e_583_99,19:53:35,19:53:35,99,583,SER_da4e
SER_da4e_5106_100,19:55:31,19:55:31,100,5106,SER_da4e
SER_dac5_1075_0,07:13:19,07:13:19,0,1075,SER_dac5
SER_dac5_3182_1,07:18:23,07:18:23,1,3182,SER_dac5
SER_dac5_407_2,07:21:33,07:21:33,2,407,SER_dac5
SER_dac5_291_3,07:23:52,07:23:52,3,291,SER_dac5
SER_dac5_951_4,07:26:23,07:26:23,4,951,SER_dac5
SER_dac5_4131_5,07:29:04,07:29:04,5,4131,SER_dac5
SER_dac5_3200_6,07:30:09,07:30:09,6,3200,SER_dac5
SER_dac5_3022_7,07:34:33,07:34:33,7,3022,SER_dac5
SER_dac5_3026_8,07:34:50,07:34:50,8,3026,SER_dac5
SER_dac5_4450_9,07:36:49,07:36:49,9,4450,SER_dac5
SER_dac5_391_10,07:39:57,07:39:57,10,391,SER_dac5
SER_dac5_2733_11,07:41:08,07:41:08,11,2733,SER_dac5
SER_dac5_4402_12,07:42:06,07:42:06,12,4402,SER_dac5
SER_dac5_2655_13,07:43:16,07:43:16,13,2655,SER_dac5
SER_dac5_259_14,07:44:35,07:44:35,14,259,SER_dac5
SER_dac5_359_15,07:45:31,07:45:31,15,359,SER_dac5
SER_dac5_3079_16,07:46:50,07:46:50,16,3079,SER_dac5
SER_dac5_11_17,07:47:58,07:47:58,17,11,SER_dac5
SER_dac5_784_18,07:51:28,07:51:28,18,784,SER_dac5
SER_dac5_4943_19,07:53:38,07:53:38,19,4943,SER_dac5
SER_dac5_1358_20,07:54:21,07:54:21,20,1358,SER_dac5
SER_dac5_475_21,07:55:39,07:55:39,21,475,SER_dac5
SER_dac5_1255_22,07:59:10,07:59:10,22,1255,SER_dac5
SER_dac5_2795_23,08:01:47,08:01:47,23,2795,SER_dac5
SER_dac5_1767_24,08:03:46,08:03:46,24,1767,SER_dac5
SER_dac5_1578_25,08:08:38,08:08:38,25,1578,SER_dac5
SER_dac5_1619_26,08:10:10,08:10:10,26,1619,SER_dac5
SER_dac5_2755_27,08:11:53,08:11:53,27,2755,SER_dac5
SER_dac5_1035_28,08:12:54,08:12:54,28,1035,SER_dac5
SER_dac5_4439_29,08:13:52,08:13:52,29,4439,SER_dac5
SER_dac5_1819_30,08:16:08,08:16:08,30,1819,SER_dac5
SER_dac5_3416_31,08:19:49,08:19:49,31,3416,SER_dac5
SER_dac5_2979_32,08:21:03,08:21:03,32,2979,SER_dac5
SER_dac5_2828_33,08:23:19,08:23:19,33,2828,SER_dac5
SER_dac5_402_34,08:28:43,08:28:43,34,402,SER_dac5
SER_dac5_759_35,08:31:24,08:31:24,35,759,SER_dac5
SER_dac5_1558_36,08:33:28,08:33:28,36,1558,SER_dac5
SER_dac5_2421_37,08:36:00,08:36:00,37,2421,SER_dac5
SER_dac5_4681_38,08:37:25,08:37:25,38,4681,SER_dac5
SER_dac5_1910_39,08:39:57,08:39:57,39,1910,SER_dac5
SER_dac5_4796_40,08:41:08,08:41:08,40,4796,SER_dac5
SER_dac5_2197_41,08:43:04,08:43:04,41,2197,SER_dac5
SER_dac5_4588_42,08:44:55,08:44:55,42,4588,SER_dac5
SER_dac5_4005_43,08:48:15,08:48:15,43,4005,SER_dac5
SER_dac5_4298_44,08:50:28,08:50:28,44,4298,SER_dac5
SER_dac5_414_45,08:51:23,08:51:23,45,414,SER_dac5
SER_dac5_4578_46,08:52:46,08:52:46,46,4578,SER_dac5
SER_dac5_4574_47,08:54:23,08:54:23,47,4574,SER_dac5
SER_dac5_4581_48,08:55:18,08:55:18,48,4581,SER_dac5
SER_dac5_4095_49,08:56:19,08:56:19,49,4095,SER_dac5
SER_dac5_4312_50,12:26:09,12:26:09,50,4312,SER_dac5
SER_dac5_1870_51,13:14:47,13:14:47,51,1870,SER_dac5
SER_dac5_3348_52,17:48:49,17:48:49,52,3348,SER_dac5
SER_dac5_3454_53,18:21:51,18:21:51,53,3454,SER_dac5
SER_dac5_2862_54,21:07:16,21:07:16,54,2862,SER_dac5
SER_dae4_3761_0,14:21:24,14:21:24,0,3761,SER_dae4
SER_dae4_635_1,14:25:52,14:25:52,1,635,SER_dae4
SER_dae4_3298_2,14:27:49,14:27:49,2,3298,SER_dae4
SER_dae4_2309_3,14:29:02,14:29:02,3,2309,SER_dae4
SER_dae4_2645_4,14:29:37,14:29:37,4,2645,SER_dae4
SER_dae4_620_5,14:30:53,14:30:53,5,620,SER_dae4
SER_dae4_3897_6,14:32:50,14:32:50,6,3897,SER_dae4
SER_dae4_3547_7,14:34:03,14:34:03,7,3547,SER_dae4
SER_dae4_3555_8,14:37:05,14:37:05,8,3555,SER_dae4
SER_dae4_4235_9,14:38:12,14:38:12,9,4235,SER_dae4
SER_dae4_4467_10,14:39:49,14:39:49,10,4467,SER_dae4
SER_dae4_4096_11,14:40:58,14:40:58,11,4096,SER_dae4
SER_dbae_319_1,08:09:04,08:09:04,1,319,SER_dbae
SER_dbae_4577_2,08:11:05,08:11:05,2,4577,SER_dbae
SER_dbae_4579_3,08:12:17,08:12:17,3,4579,SER_dbae
SER_dbae_4582_4,08:13:02,08:13:02,4,4582,SER_dbae
SER_dbae_1006_5,08:15:46,08:15:46,5,1006,SER_dbae
SER_dbae_3111_6,08:18:12,08:18:12,6,3111,SER_dbae
SER_dbae_2538_7,08:18:58,08:18:58,7,2538,SER_dbae
SER_dbae_3407_8,08:20:15,08:20:15,8,3407,SER_dbae
SER_dbae_3726_9,08:21:59,08:21:59,9,3726,SER_dbae
SER_dbae_413_10,08:23:36,08:23:36,10,413,SER_dbae
SER_dbae_4722_11,08:26:01,08:26:01,11,4722,SER_dbae
SER_dbae_4285_12,08:27:06,08:27:06,12,4285,SER_dbae
SER_dbae_4749_13,08:28:01,08:28:01,13,4749,SER_dbae
SER_dbae_2091_14,08:33:47,08:33:47,14,2091,SER_dbae
SER_dbae_4088_15,08:37:03,08:37:03,15,4088,SER_dbae
SER_dbae_3150_16,08:41:45,08:41:45,16,3150,SER_dbae
SER_dbae_3971_17,08:44:12,08:44:12,17,3971,SER_dbae
SER_dbae_4578_18,08:45:43,08:45:43,18,4578,SER_dbae
SER_dbae_4574_19,08:47:09,08:47:09,19,4574,SER_dbae
SER_dbae_4581_20,08:48:25,08:48:25,20,4581,SER_dbae
SER_dbae_4095_21,08:49:59,08:49:59,21,4095,SER_dbae
SER_dbae_1870_22,08:53:56,08:53:56,22,1870,SER_dbae
SER_dbb1_958_0,06:20:17,06:20:17,0,958,SER_dbb1
SER_dbb1_3434_1,06:23:33,06:23:33,1,3434,SER_dbb1
SER_dbb1_3800_2,06:25:28,06:25:28,2,3800,SER_dbb1
SER_dbb1_1319_3,06:27:04,06:27:04,3,1319,SER_dbb1
SER_dbb1_3512_4,06:28:08,06:28:08,4,3512,SER_dbb1
SER_dbb1_1667_5,06:29:42,06:29:42,5,1667,SER_dbb1
SER_dbb1_2123_6,06:32:11,06:32:11,6,2123,SER_dbb1
SER_dbb1_1596_7,06:33:18,06:33:18,7,1596,SER_dbb1
SER_dbb1_3379_8,06:35:47,06:35:47,8,3379,SER_dbb1
SER_dbb1_1997_9,06:38:13,06:38:13,9,1997,SER_dbb1
SER_dbb1_3533_10,06:39:26,06:39:26,10,3533,SER_dbb1
SER_dbb1_4676_11,06:40:21,06:40:21,11,4676,SER_dbb1
SER_dbb1_4502_12,06:41:10,06:41:10,12,4502,SER_dbb1
SER_dbb1_2864_13,06:42:44,06:42:44,13,2864,SER_dbb1
SER_dbb1_3765_14,06:45:40,06:45:40,14,3765,SER_dbb1
SER_dbb1_565_15,06:47:52,06:47:52,15,565,SER_dbb1
SER_dbb1_3282_16,06:49:02,06:49:02,16,3282,SER_dbb1
SER_dbb1_3177_17,06:51:20,06:51:20,17,3177,SER_dbb1
SER_dbb1_1195_18,06:52:25,06:52:25,18,1195,SER_dbb1
SER_dbb1_3257_19,06:55:36,06:55:36,19,3257,SER_dbb1
SER_dbb1_369_20,06:56:42,06:56:42,20,369,SER_dbb1
SER_dbb1_527_21,06:59:42,06:59:42,21,527,SER_dbb1
SER_dbb1_743_22,07:01:52,07:01:52,22,743,SER_dbb1
SER_dbb1_3331_23,07:02:40,07:02:40,23,3331,SER_dbb1
SER_dbb1_2299_24,07:04:05,07:04:05,24,2299,SER_dbb1
SER_dbb1_898_25,07:05:15,07:05:15,25,898,SER_dbb1
SER_dbb1_1865_26,07:06:15,07:06:15,26,1865,SER_dbb1
SER_dbb1_523_27,07:10:35,07:10:35,27,523,SER_dbb1
SER_dbb1_70_28,07:12:23,07:12:23,28,70,SER_dbb1
SER_dbb1_956_29,07:15:07,07:15:07,29,956,SER_dbb1
SER_dbb1_680_30,07:16:23,07:16:23,30,680,SER_dbb1
SER_dbb1_1479_31,07:16:52,07:16:52,31,1479,SER_dbb1
SER_dbb1_12_32,07:17:38,07:17:38,32,12,SER_dbb1
SER_dbb1_318_33,07:20:55,07:20:55,33,318,SER_dbb1
SER_dbb1_3619_34,07:24:05,07:24:05,34,3619,SER_dbb1
SER_dbb1_1005_35,07:26:13,07:26:13,35,1005,SER_dbb1
SER_dbb1_1725_36,07:28:37,07:28:37,36,1725,SER_dbb1
SER_dbb1_1170_37,07:29:14,07:29:14,37,1170,SER_dbb1
SER_dbb1_3112_38,07:30:24,07:30:24,38,3112,SER_dbb1
SER_dbb1_2818_39,07:31:57,07:31:57,39,2818,SER_dbb1
SER_dbb1_3205_40,07:34:59,07:34:59,40,3205,SER_dbb1
SER_dbb1_1631_41,07:39:09,07:39:09,41,1631,SER_dbb1
SER_dbb1_3583_42,07:40:39,07:40:39,42,3583,SER_dbb1
SER_dbb1_2019_43,07:41:48,07:41:48,43,2019,SER_dbb1
SER_dbb1_3493_44,07:42:43,07:42:43,44,3493,SER_dbb1
SER_dbb1_3741_45,07:43:59,07:43:59,45,3741,SER_dbb1
SER_dbb1_1362_46,07:45:25,07:45:25,46,1362,SER_dbb1
SER_dbb1_3120_47,07:47:11,07:47:11,47,3120,SER_dbb1
SER_dbb1_1266_48,07:49:00,07:49:00,48,1266,SER_dbb1
SER_dbb1_3122_49,07:49:51,07:49:51,49,3122,SER_dbb1
SER_dbb1_2006_50,07:51:15,07:51:15,50,2006,SER_dbb1
SER_dbb1_2832_51,07:54:05,07:54:05,51,2832,SER_dbb1
SER_dbb1_4054_52,08:45:14,08:45:14,52,4054,SER_dbb1
SER_dbb1_2460_53,09:24:20,09:24:20,53,2460,SER_dbb1
SER_dbb1_955_54,09:42:14,09:42:14,54,955,SER_dbb1
SER_dbb1_1352_55,09:57:46,09:57:46,55,1352,SER_dbb1
SER_dccb_2205_0,06:34:10,06:34:10,0,2205,SER_dccb
SER_dccb_575_1,06:38:25,06:38:25,1,575,SER_dccb
SER_dccb_3975_2,06:40:21,06:40:21,2,3975,SER_dccb
SER_dccb_690_3,06:41:53,06:41:53,3,690,SER_dccb
SER_dccb_416_4,06:42:42,06:42:42,4,416,SER_dccb
SER_dccb_572_5,06:43:55,06:43:55,5,572,SER_dccb
SER_dccb_1223_6,06:44:58,06:44:58,6,1223,SER_dccb
SER_dccb_2080_7,06:45:55,06:45:55,7,2080,SER_dccb
SER_dccb_2133_8,06:46:54,06:46:54,8,2133,SER_dccb
SER_dccb_4528_9,06:48:51,06:48:51,9,4528,SER_dccb
SER_dccb_2089_10,06:50:32,06:50:32,10,2089,SER_dccb
SER_dccb_1221_11,06:52:54,06:52:54,11,1221,SER_dccb
SER_dccb_2153_12,06:55:18,06:55:18,12,2153,SER_dccb
SER_dccb_386_13,06:57:56,06:57:56,13,386,SER_dccb
SER_dccb_3248_14,06:59:25,06:59:25,14,3248,SER_dccb
SER_dccb_1252_15,07:01:28,07:01:28,15,1252,SER_dccb
SER_dccb_2700_16,07:03:13,07:03:13,16,2700,SER_dccb
SER_dccb_1856_17,07:06:08,07:06:08,17,1856,SER_dccb
SER_dccb_2279_18,07:07:41,07:07:41,18,2279,SER_dccb
SER_dccb_2552_19,07:11:39,07:11:39,19,2552,SER_dccb
SER_dccb_4757_20,07:12:26,07:12:26,20,4757,SER_dccb
SER_dce1_677_0,18:32:48,18:32:48,0,677,SER_dce1
SER_dce1_417_1,18:37:02,18:37:02,1,417,SER_dce1
SER_dce1_40_2,18:39:43,18:39:43,2,40,SER_dce1
SER_dce1_3966_3,18:40:57,18:40:57,3,3966,SER_dce1
SER_dce1_1751_4,18:41:57,18:41:57,4,1751,SER_dce1
SER_dce1_321_5,18:45:19,18:45:19,5,321,SER_dce1
SER_dce1_476_6,18:47:25,18:47:25,6,476,SER_dce1
SER_dce1_3299_7,18:49:19,18:49:19,7,3299,SER_dce1
SER_dce1_1695_8,18:50:50,18:50:50,8,1695,SER_dce1
SER_dce1_2407_9,18:52:27,18:52:27,9,2407,SER_dce1
SER_dd3e_4541_0,07:37:56,07:37:56,0,4541,SER_dd3e
SER_dd3e_4243_1,07:41:56,07:41:56,1,4243,SER_dd3e
SER_dd3e_4550_2,07:43:34,07:43:34,2,4550,SER_dd3e
SER_dd3e_2640_3,07:49:43,07:49:43,3,2640,SER_dd3e
SER_dd3e_2215_4,07:50:34,07:50:34,4,2215,SER_dd3e
SER_dd3e_1028_5,07:52:42,07:52:42,5,1028,SER_dd3e
SER_dd3e_1118_6,07:56:50,07:56:50,6,1118,SER_dd3e
SER_dd3e_3651_7,08:01:56,08:01:56,7,3651,SER_dd3e
SER_dd3e_1614_8,08:03:38,08:03:38,8,1614,SER_dd3e
SER_dd3e_2036_9,08:06:32,08:06:32,9,2036,SER_dd3e
SER_dd3e_1610_10,08:10:59,08:10:59,10,1610,SER_dd3e
SER_dd3e_1963_11,08:12:26,08:12:26,11,1963,SER_dd3e
SER_dd3e_3753_12,08:17:43,08:17:43,12,3753,SER_dd3e
SER_dd3e_2015_13,08:20:35,08:20:35,13,2015,SER_dd3e
SER_dd3e_4021_14,08:23:01,08:23:01,14,4021,SER_dd3e
SER_dd3e_926_15,08:26:40,08:26:40,15,926,SER_dd3e
SER_dd3e_2016_16,08:27:43,08:27:43,16,2016,SER_dd3e
SER_dd3e_4457_17,08:31:46,08:31:46,17,4457,SER_dd3e
SER_dd3e_4455_18,08:33:23,08:33:23,18,4455,SER_dd3e
SER_dd3e_1562_19,08:36:49,08:36:49,19,1562,SER_dd3e
SER_dd3e_744_20,08:46:54,08:46:54,20,744,SER_dd3e
SER_dd3e_1583_21,08:48:08,08:48:08,21,1583,SER_dd3e
SER_dd3e_2414_22,08:49:02,08:49:02,22,2414,SER_dd3e
SER_dd3e_1455_23,08:51:22,08:51:22,23,1455,SER_dd3e
SER_dd6b_1699_0,05:48:52,05:48:52,0,1699,SER_dd6b
SER_dd6b_3927_1,05:50:11,05:50:11,1,3927,SER_dd6b
SER_dd6b_3451_2,05:52:07,05:52:07,2,3451,SER_dd6b
SER_dd6b_2936_3,05:54:15,05:54:15,3,2936,SER_dd6b
SER_dd6b_413_4,05:55:34,05:55:34,4,413,SER_dd6b
SER_dd6b_2091_5,05:57:36,05:57:36,5,2091,SER_dd6b
SER_dd6b_4088_6,05:58:12,05:58:12,6,4088,SER_dd6b
SER_dd6b_730_7,06:01:19,06:01:19,7,730,SER_dd6b
SER_dd6b_1982_8,06:02:24,06:02:24,8,1982,SER_dd6b
SER_dd6b_2071_9,06:09:27,06:09:27,9,2071,SER_dd6b
SER_dd6b_4655_10,06:15:11,06:15:11,10,4655,SER_dd6b
SER_dd6b_1481_11,06:16:37,06:16:37,11,1481,SER_dd6b
SER_dd6b_2117_12,06:17:29,06:17:29,12,2117,SER_dd6b
SER_dd6b_1457_13,06:18:35,06:18:35,13,1457,SER_dd6b
SER_dd6b_3217_14,06:20:41,06:20:41,14,3217,SER_dd6b
SER_dd6b_2841_15,06:22:44,06:22:44,15,2841,SER_dd6b
SER_dd6b_857_16,06:24:03,06:24:03,16,857,SER_dd6b
SER_dd6b_1944_17,06:27:48,06:27:48,17,1944,SER_dd6b
SER_df15_3462_0,07:07:12,07:07:12,0,3462,SER_df15
SER_df15_4390_1,07:11:58,07:11:58,1,4390,SER_df15
SER_df15_3011_2,07:14:31,07:14:31,2,3011,SER_df15
SER_df15_336_3,07:16:36,07:16:36,3,336,SER_df15
SER_df15_4317_4,07:43:15,07:43:15,4,4317,SER_df15
SER_df15_5030_5,08:27:20,08:27:20,5,5030,SER_df15
SER_df15_1927_6,17:04:17,17:04:17,6,1927,SER_df15
SER_df15_4013_7,17:06:36,17:06:36,7,4013,SER_df15
SER_df15_3515_8,17:12:23,17:12:23,8,3515,SER_df15
SER_df15_5031_9,17:16:34,17:16:34,9,5031,SER_df15
SER_df15_201_10,17:21:41,17:21:41,10,201,SER_df15
SER_df15_891_11,17:22:55,17:22:55,11,891,SER_df15
SER_df15_33_12,17:23:40,17:23:40,12,33,SER_df15
SER_df15_4321_13,17:24:57,17:24:57,13,4321,SER_df15
SER_df15_2147_14,17:28:07,17:28:07,14,2147,SER_df15
SER_df15_3543_15,17:29:53,17:29:53,15,3543,SER_df15
SER_df15_4034_16,17:30:56,17:30:56,16,4034,SER_df15
SER_df15_3853_17,17:31:42,17:31:42,17,3853,SER_df15
SER_df15_294_18,17:34:27,17:34:27,18,294,SER_df15
SER_df15_1594_19,17:35:54,17:35:54,19,1594,SER_df15
SER_df15_5032_20,17:38:15,17:38:15,20,5032,SER_df15
SER_df15_4381_21,17:45:01,17:45:01,21,4381,SER_df15
SER_df15_3894_22,17:46:03,17:46:03,22,3894,SER_df15
SER_df15_1873_23,17:48:53,17:48:53,23,1873,SER_df15
SER_df15_2903_24,17:50:13,17:50:13,24,2903,SER_df15
SER_df15_4300_25,17:51:13,17:51:13,25,4300,SER_df15
SER_df15_626_26,17:52:00,17:52:00,26,626,SER_df15
SER_df15_3027_27,17:53:10,17:53:10,27,3027,SER_df15
SER_df15_4269_28,17:54:08,17:54:08,28,4269,SER_df15
SER_df15_3914_29,17:55:58,17:55:58,29,3914,SER_df15
SER_df15_442_30,17:57:36,17:57:36,30,442,SER_df15
SER_df15_3372_31,17:58:40,17:58:40,31,3372,SER_df15
SER_df15_3739_32,18:04:31,18:04:31,32,3739,SER_df15
SER_df15_1494_33,18:58:21,18:58:21,33,1494,SER_df15
SER_df15_4150_34,19:38:09,19:38:09,34,4150,SER_df15
SER_df15_4698_35,19:41:30,19:41:30,35,4698,SER_df15
SER_e0f0_523_0,08:17:16,08:17:16,0,523,SER_e0f0
SER_e0f0_956_1,08:23:52,08:23:52,1,956,SER_e0f0
SER_e0f0_1404_2,08:30:49,08:30:49,2,1404,SER_e0f0
SER_e0f0_4339_3,17:58:28,17:58:28,3,4339,SER_e0f0
SER_e0f0_2864_4,18:02:35,18:02:35,4,2864,SER_e0f0
SER_e0f0_3765_5,18:04:24,18:04:24,5,3765,SER_e0f0
SER_e0f0_565_6,18:06:26,18:06:26,6,565,SER_e0f0
SER_e0f0_3282_7,18:07:40,18:07:40,7,3282,SER_e0f0
SER_e0f0_3177_8,18:09:09,18:09:09,8,3177,SER_e0f0
SER_e0f0_1195_9,18:10:01,18:10:01,9,1195,SER_e0f0
SER_e0f0_3257_10,18:11:08,18:11:08,10,3257,SER_e0f0
SER_e0f0_369_11,18:11:52,18:11:52,11,369,SER_e0f0
SER_e0f0_527_12,18:13:09,18:13:09,12,527,SER_e0f0
SER_e0f0_743_13,18:13:51,18:13:51,13,743,SER_e0f0
SER_e0f0_3331_14,18:14:54,18:14:54,14,3331,SER_e0f0
SER_e0f0_2299_15,18:16:40,18:16:40,15,2299,SER_e0f0
SER_e0f0_898_16,18:20:21,18:20:21,16,898,SER_e0f0
SER_e0f0_1865_17,18:21:08,18:21:08,17,1865,SER_e0f0
SER_e0f0_70_18,18:25:53,18:25:53,18,70,SER_e0f0
SER_e0f0_680_19,18:30:22,18:30:22,19,680,SER_e0f0
SER_e0f0_1479_20,18:31:14,18:31:14,20,1479,SER_e0f0
SER_e0f0_12_21,18:32:21,18:32:21,21,12,SER_e0f0
SER_e0f0_3494_22,18:32:57,18:32:57,22,3494,SER_e0f0
SER_e0f0_142_23,18:35:40,18:35:40,23,142,SER_e0f0
SER_e0f0_1456_24,18:37:16,18:37:16,24,1456,SER_e0f0
SER_e0f0_2529_25,18:41:08,18:41:08,25,2529,SER_e0f0
SER_e0f0_3386_26,18:42:40,18:42:40,26,3386,SER_e0f0
SER_e0f0_491_27,18:44:23,18:44:23,27,491,SER_e0f0
SER_e0f0_2549_28,18:45:35,18:45:35,28,2549,SER_e0f0
SER_e0f0_1176_29,18:47:12,18:47:12,29,1176,SER_e0f0
SER_e0f0_4445_30,18:50:47,18:50:47,30,4445,SER_e0f0
SER_e0f0_4940_31,18:52:24,18:52:24,31,4940,SER_e0f0
SER_e0f0_2360_32,18:56:53,18:56:53,32,2360,SER_e0f0
SER_e0f0_3104_33,18:58:21,18:58:21,33,3104,SER_e0f0
SER_e0f0_1089_34,19:01:22,19:01:22,34,1089,SER_e0f0
SER_e0f0_3344_35,19:03:31,19:03:31,35,3344,SER_e0f0
SER_e0f0_4436_36,19:05:26,19:05:26,36,4436,SER_e0f0
SER_e0f0_936_37,19:06:54,19:06:54,37,936,SER_e0f0
SER_e0f0_3679_38,19:07:36,19:07:36,38,3679,SER_e0f0
SER_e0f0_1623_39,19:10:12,19:10:12,39,1623,SER_e0f0
SER_e0f0_2634_40,19:11:50,19:11:50,40,2634,SER_e0f0
SER_e0f0_3210_41,19:13:17,19:13:17,41,3210,SER_e0f0
SER_e0f0_4138_42,19:14:26,19:14:26,42,4138,SER_e0f0
SER_e0f0_2521_43,19:16:15,19:16:15,43,2521,SER_e0f0
SER_e0f0_1371_44,19:17:47,19:17:47,44,1371,SER_e0f0
SER_e0f0_2084_45,19:20:49,19:20:49,45,2084,SER_e0f0
SER_e0f0_2067_46,19:23:37,19:23:37,46,2067,SER_e0f0
SER_e0f0_3502_47,19:26:01,19:26:01,47,3502,SER_e0f0
SER_e0f0_1750_48,19:27:02,19:27:02,48,1750,SER_e0f0
SER_e0f0_2282_49,19:27:50,19:27:50,49,2282,SER_e0f0
SER_e0f0_681_50,19:29:11,19:29:11,50,681,SER_e0f0
SER_e0f0_1075_51,19:30:18,19:30:18,51,1075,SER_e0f0
SER_e0f0_3079_52,19:32:26,19:32:26,52,3079,SER_e0f0
SER_e0f0_11_53,19:33:45,19:33:45,53,11,SER_e0f0
SER_e0f0_1323_54,19:34:40,19:34:40,54,1323,SER_e0f0
SER_e0f0_2192_55,19:37:37,19:37:37,55,2192,SER_e0f0
SER_e0f0_3247_56,19:40:56,19:40:56,56,3247,SER_e0f0
SER_e0f0_4018_57,19:42:23,19:42:23,57,4018,SER_e0f0
SER_e0f0_2410_58,19:45:33,19:45:33,58,2410,SER_e0f0
SER_e0f0_3244_59,19:46:38,19:46:38,59,3244,SER_e0f0
SER_e0f0_1557_60,19:48:00,19:48:00,60,1557,SER_e0f0
SER_e0f0_858_61,19:50:48,19:50:48,61,858,SER_e0f0
SER_e0f0_534_62,19:52:15,19:52:15,62,534,SER_e0f0
SER_e0f0_4075_63,19:53:05,19:53:05,63,4075,SER_e0f0
SER_e0f0_4277_64,19:55:47,19:55:47,64,4277,SER_e0f0
SER_e0f0_2879_65,19:58:20,19:58:20,65,2879,SER_e0f0
SER_e0f0_2044_66,20:01:00,20:01:00,66,2044,SER_e0f0
SER_e0f0_3013_67,20:14:45,20:14:45,67,3013,SER_e0f0
SER_e29c_180_0,08:05:07,08:05:07,0,180,SER_e29c
SER_e29c_287_1,08:08:29,08:08:29,1,287,SER_e29c
SER_e29c_2342_2,08:09:22,08:09:22,2,2342,SER_e29c
SER_e29c_365_3,08:10:44,08:10:44,3,365,SER_e29c
SER_e29c_2304_4,08:11:51,08:11:51,4,2304,SER_e29c
SER_e29c_3202_5,08:12:31,08:12:31,5,3202,SER_e29c
SER_e29c_4074_6,08:14:04,08:14:04,6,4074,SER_e29c
SER_e29c_2039_7,08:14:53,08:14:53,7,2039,SER_e29c
SER_e29c_231_8,08:17:01,08:17:01,8,231,SER_e29c
SER_e29c_2992_9,08:17:57,08:17:57,9,2992,SER_e29c
SER_e29c_2696_10,08:18:33,08:18:33,10,2696,SER_e29c
SER_e29c_563_11,08:20:48,08:20:48,11,563,SER_e29c
SER_e29c_821_12,08:23:35,08:23:35,12,821,SER_e29c
SER_e29c_3435_13,08:25:56,08:25:56,13,3435,SER_e29c
SER_e29c_4127_14,08:26:56,08:26:56,14,4127,SER_e29c
SER_e29c_3641_15,08:30:31,08:30:31,15,3641,SER_e29c
SER_e29c_3152_16,08:32:13,08:32:13,16,3152,SER_e29c
SER_e29c_2608_17,08:33:42,08:33:42,17,2608,SER_e29c
SER_e29c_26_18,08:35:48,08:35:48,18,26,SER_e29c
SER_e29c_2781_19,08:36:44,08:36:44,19,2781,SER_e29c
SER_e29c_4617_20,08:38:35,08:38:35,20,4617,SER_e29c
SER_e29c_247_21,08:41:36,08:41:36,21,247,SER_e29c
SER_e29c_469_22,08:45:02,08:45:02,22,469,SER_e29c
SER_e29c_3771_23,08:46:26,08:46:26,23,3771,SER_e29c
SER_e29c_3760_24,08:48:19,08:48:19,24,3760,SER_e29c
SER_e29c_3758_25,08:49:07,08:49:07,25,3758,SER_e29c
SER_e29c_4587_26,08:51:48,08:51:48,26,4587,SER_e29c
SER_e29c_3972_27,08:52:53,08:52:53,27,3972,SER_e29c
SER_e29c_1051_28,08:54:04,08:54:04,28,1051,SER_e29c
SER_e29c_1759_29,08:56:33,08:56:33,29,1759,SER_e29c
SER_e29c_468_30,08:58:47,08:58:47,30,468,SER_e29c
SER_e29c_987_31,09:00:27,09:00:27,31,987,SER_e29c
SER_e29c_2444_32,09:03:14,09:03:14,32,2444,SER_e29c
SER_e29c_507_33,09:04:53,09:04:53,33,507,SER_e29c
SER_e29c_4654_34,09:06:12,09:06:12,34,4654,SER_e29c
SER_e29c_1568_35,09:06:54,09:06:54,35,1568,SER_e29c
SER_e29c_4252_36,09:08:00,09:08:00,36,4252,SER_e29c
SER_e29c_1499_37,09:09:21,09:09:21,37,1499,SER_e29c
SER_e29c_3910_38,09:11:09,09:11:09,38,3910,SER_e29c
SER_e29c_2251_39,09:13:26,09:13:26,39,2251,SER_e29c
SER_e29c_3580_40,09:15:19,09:15:19,40,3580,SER_e29c
